# form	pos	lemma	sense	freq
ནིམ་པ			100
ནུ་གདན			
ནུ་ཏོག			
ནུ་བ			13
ནུ་བོ	NOUN		328
ནུ་མ			1673
ནུ་མགོ			
ནུ་མོ			74
ནུ་ཚབས			
ནུ་ཞོ			214
ནུ་འཐུང			
ནུ་འབུར			135
ནུ་རིན			
ནུ་རྡོག			3
ནུ་རྫི			2
ནུ་སོར			3
ནུ་སྐྱེས			
ནུད་པ			3
ནུབ	VERB		17958
ནུབ་གླིང			53
ནུབ་ངོས			15
ནུབ་པ	VERB		1611
ནུབ་ཕྱོགས			2905
ནུབ་བལྟ			1
ནུབ་བྱང			191
ནུབ་མ	OTHER		84
ནུབ་མོ	ADV		1362
ནུབ་རྒྱུད			1
ནུབ་སྒོ			139
ནུབ་སྟོད			20
ནུབ་སྨད			18
ནུར་ནུར			
ནུར་བ			44
ནུར་བྱིན			
ནུས	VERB		34849
ནུས་ཅན			66
ནུས་པ	VERB		31716
ནུས་བྱེད			
ནུས་མཐུ			775
ནུས་ཟླ			
ནུས་འགྲོ			
ནུས་འབྲས			15
ནུས་ལྡན			986
ནུས་ཤུགས			2
ནུས་སྟོབས			465
ནེ་གསིང			6
ནེ་གུ			24
ནེ་ཐང			4
ནེ་ནེ			7
ནེ་མོ			5
ནེ་ཙོ	NOUN		366
ནེ་ལེ			15
ནེམ་ཐང			
ནེམ་ནུར			24
ནེམ་ནེམ			14
ནེའུ་ཁ			
ནེའུ་གསིང			104
ནེའུ་ཐང			12
ནེའུ་ཟླ			32
ནེའུ་ལེ			597
ནེའུ་ལྗང			
ནེའུ་ལྡངས			32
ནེའུ་སིང			66
ནོ་ཡོན			
ནོག			475
ནོག་ཁ			
ནོག་ཅན			64
ནོག་འབུར			
ནོགས་པ			10
ནོགས་བག			
ནོང་བ			2
ནོངས་པ	VERB		2394
ནོངས་སྤྱོད			
ནོད་པ	VERB		565
ནོན	VERB		1345
ནོན་པ	VERB		757
ནོབས			
ནོམ་ཆེན			
ནོམ་ཉུག			17
ནོམ་ནོམ			5
ནོམ་པ			584
ནོམ་ཕུད			
ནོམ་བུ			7
ནོམས			4
ནོའུར			
ནོར	NOUN		19156
ནོར་ཁྲལ			
ནོར་གཞི			3
ནོར་གཡང			57
ནོར་དད			6
ནོར་དཔོན			
ནོར་དོན			40
ནོར་ཕྱྭ			23
ནོར་བ	VERB		2180
ནོར་བཅོས			2
ནོར་བདག	NOUN		805
ནོར་བུ	NOUN		16931
ནོར་མཛོད			20
ནོར་མེད			83
ནོར་ཚན			
ནོར་འཁྲུལ			387
ནོར་འཛིན			483
ནོར་ཡ			
ནོར་རྩིས			5
ནོར་རྩེན			
ནོར་རྫས			1088
ནོར་ལྡན			115
ནོར་ལྷ			273
ནོར་སོ			
ནོར་སྐལ			59
ནོར་སྐྱོང			197
ནོར་སྐྱོན			
ནོར་སྟོབས			1
ནོར་སྡོང			
ནོར་སྦྱིན			225
ནོར་སྲིད			7
ནོར་སྲུང			43
ནོས			743
པ་ཅར			1
པ་ཆར			2
པ་ཊ			20
པ་ཊུ			3
པ་ཎཾ			
པ་ཏྲ			38
པ་ཕ			11
པ་བསླས			
པ་ཡག			2
པ་རུ			15
པ་ལོ			2
པ་ཤི			1
པ་སངས			43
པ་སྡེ			8
པ་སྣམ			1
པག			70
པགས་ཁ			
པགས་གདན			
པགས་གསོབ			
པགས་གོས			
པགས་གྲི			
པགས་ཆེན			18
པགས་ནད			10
པགས་པ			2087
པགས་བཀྲ			
པགས་ཚག			
པགས་ཚར			
པགས་ཞྭ			
པགས་རིགས			5
པགས་རྐྱལ			
པགས་རྩག			1
པགས་ཤུན			22
པགས་སྲིན			
པགས་སློག			1
པང་ཁེབས			4
པང་ཁྲག			
པང་གཅལ			
པང་གདན			
པང་ཐག			
པང་པ	VERB		23
པང་བ	VERB		3
པང་བཀག			
པང་ཚད			4
པང་འགྱོགས			
པང་ལེབ			5
པང་སྒང			
པང་སྟེང			10
པཎ་གྲུབ	NOUN		432
པཎ་ཆེན	NOUN		3575
པཎ་ཞྭ			50
པད་ཀོར			188
པད་ཁ			15
པད་ཁང			1
པད་གདན			115
པད་ཆུང			14
པད་ཆེན			60
པད་དཀར			423
པད་པ			10
པད་མ	NOUN		3619
པད་མཚོ			37
པད་ཚལ			305
པད་ཞྭ			172
པད་འདབ			1274
པད་རྒྱུག			
པད་རྡུལ			2
པད་རྩ			42
པད་སྡོང			363
པད་སྣུམ			
པད་སྦུབས			6
པན་ཞ			
པར་ཁང			15
པར་གཞི			2
པར་གཡོག			
པར་ཆས			
པར་ཏང			9
པར་ཐང			10
པར་ཐུང			
པར་དཔོན			14
པར་པ			41
པར་པིར			
པར་ཕུད			
པར་བཤུས			
པར་བུ			24
པར་བྱང			1
པར་མ			4
པར་ཞུས			1
པར་རིང			
པར་རིས			
པར་རྩ			1
པར་ཤིང			4
པར་ཤོག			
པར་སིག			38
པར་སྐྲུན			3
པར་སྒྲོམ			
པར་སྟེགས			1
པར་སྣག			
པར་སྤྱི			
པཱ་ཐུར			
པཱ་ལགས			
པི་པི			4
པི་ཝང			757
པིར			160
པིར་མགོ			
པིར་ཤུབས			
པིར་སྟེགས			
པིར་སྦུག			
པུ་ཏི			42
པུ་རི			195
པུ་ཤུ	NOUN		156
པུ་ཤུད			28
པུ་ཤེལ			40
པུ་ས་ལ			2
པུར	NOUN		677
པུར་ཁང			26
པུར་དར			
པུར་རྒྱལ			3
པུར་སྒམ			
པུར་སྒྲོམ			5
པུས་ཁེབས			3
པུས་གུག			
པུས་མོ	NOUN		2374
པུས་ཚིགས			2
པུས་འཁྱུད			54
པུས་ལྕིབས			
པུས་ལྷང			1
པུས་ཤུབས			
པེ་ཅིང			2
པེ་ཅིན			2
པོ་ཊ་ལ			
པོ་ཏི			654
པོ་ཏོ			4
པོ་ཏོ་བ	OTHER		59
པོ་ཐོ			
པོ་པོ			6
པོ་བསྟོད			2
པོ་མཐོ			2
པོག			33
པོག་ཕོར			106
པོག་རི			2
པོག་རེ			3
པོད			274
པོད་དམར			18
པྲ			1217
པྲ་མིག			2
པྲ་མོ			265
པྲ་ཚིལ			7
པྲ་རྟགས			15
པྲ་སེ་ན			3
པྲེཏཱ			
པྲོག			80
པྲོག་མ			2
པྲོག་ཞུ			131
ཕ	NOUN		10224
ཕ་ཁུ			39
ཕ་ཁོལ			13
ཕ་ག			
ཕ་གཞིས			3
ཕ་གཡར			
ཕ་གི			330
ཕ་གླང			
ཕ་ཆོས			48
ཕ་ཇོ	NOUN		94
ཕ་ནོར			34
ཕ་ཕྱོགས			7
ཕ་བི			60
ཕ་བོང			359
ཕ་མ	NOUN		5097
ཕ་མཐའ			214
ཕ་མིང			16
ཕ་མེས			148
ཕ་ཚད			42
ཕ་ཚན			142
ཕ་ཚབ			1
ཕ་ཚེ			
ཕ་ཚོ			9
ཕ་ཝང			258
ཕ་ཟད			37
ཕ་འབབ			117
ཕ་ཡར			1
ཕ་ཡུལ			197
ཕ་རི			44
ཕ་རོལ			79984
ཕ་རྒན			102
ཕ་རྒྱུད			866
ཕ་རྟ			
ཕ་ལ			5
ཕ་ལམ			424
ཕ་ལོགས			10
ཕ་ཤིད			3
ཕ་ཤུལ			2
ཕ་སྐྱེས			9
ཕ་སྤད			83
ཕ་སྤུན			94
ཕག	NOUN		2746
ཕག་ཀ			
ཕག་ཀོ			
ཕག་ཀྲུམ			
ཕག་ཁྲག			17
ཕག་གསུག			
ཕག་གྲུ	PROPN		9
ཕག་ཆར			
ཕག་ཉན			2
ཕག་ནོར			4
ཕག་པ			201
ཕག་བྲུན			11
ཕག་མགོ			37
ཕག་མཆུ			
ཕག་མདོ			
ཕག་མོ	NOUN		3689
ཕག་ཚང			2
ཕག་ཚིལ			19
ཕག་ཚོང			1
ཕག་ཞག			4
ཕག་ཟན			
ཕག་ཟེ			1
ཕག་ཟེར			
ཕག་ཟླ			10
ཕག་ར			
ཕག་རི			9
ཕག་རིལ			7
ཕག་ལོ			49
ཕག་ལྕེ			
ཕག་ལྟ			
ཕག་ཤ			14
ཕག་སུག			
ཕག་སྐྱག			1
ཕང་ཁེབས			
ཕང་པ			20
ཕང་ཕུང			38
ཕང་མ			
ཕང་འགྲོ	OTHER		
ཕང་ལོ			6
ཕང་ཤིང			
ཕངས་པ	VERB		320
ཕངས་མེད			29
ཕངས་སེམས			17
ཕད་ཁུག			
ཕད་གོག			
ཕད་བུ			19
ཕད་ཚེ			
ཕད་སྣོད			
ཕན་ཁ			
ཕན་གནོད			915
ཕན་གྲོགས			4
ཕན་ཆ			8
ཕན་ཆད			1754
ཕན་ཆོད			8
ཕན་ཐབས			26
ཕན་ཐོབ			1
ཕན་དོན			323
ཕན་ནུས			2
ཕན་པ	VERB		7232
ཕན་ཕུན			194
ཕན་བདེ	NOUN		546
ཕན་ཚུན			13131
ཕན་ཟས			
ཕན་འདྲོང			
ཕན་ཡོན			11509
ཕན་སེམས			164
ཕན་སླེབས			2
ཕབ	VERB		4375
ཕབ་པ	VERB		1308
ཕབ་ཕོབ			
ཕབ་རྩིས			
ཕབས			274
ཕབས་རྟ			
ཕབས་རྩི			2
ཕབས་རྫས			
ཕམ་ཁ			5
ཕམ་ཉེས			
ཕམ་པ	VERB		4016
ཕམ་པོ			2
ཕམ་ཕབ			10
ཕམ་ཚོང			
ཕམ་འབབས			2
ཕམ་རྒྱལ			104
ཕར			716
ཕར་ཁ			1
ཕར་ངོགས			
ཕར་ངོས			2
ཕར་ཆིན			
ཕར་ཕར			
ཕར་ཕུད			
ཕར་ཕྱིན			4935
ཕར་ཕྱོགས			6
ཕར་བཞག			
ཕར་ཙམ			
ཕར་ཚུར			1
ཕར་ཞོག			
ཕར་འགྱང			
ཕར་རྒོལ			2
ཕར་རྒྱུགས			1
ཕར་ལོགས			1
ཕར་སོང			5
ཕར་སྤྲོད			
ཕལ་ཀ			1
ཕལ་གཏམ			1
ཕལ་ཅེར			
ཕལ་ཆེ་བ	OTHER		
ཕལ་ཆེན			267
ཕལ་ཆེར			
ཕལ་པ	ADJ		1411
ཕལ་སྐད			2
ཕས			1147
ཕས་རྒོལ			140
ཕི			25
ཕི་པ			4
ཕིག			12
ཕིགས་པ			22
ཕིན་མགྱོགས			
ཕིབས			20
ཕིར			5
ཕིས			1
ཕུ	NOUN		355
ཕུ་གུ			4
ཕུ་ཆུ			27
ཕུ་ཐག			133
ཕུ་དུང			104
ཕུ་དུད			345
ཕུ་ནུ			172
ཕུ་པ			31
ཕུ་བོ	NOUN		260
ཕུ་མཐའ			
ཕུ་མདའ			15
ཕུ་མདོ			
ཕུ་མེད			
ཕུ་མོ	NOUN		18
ཕུ་འབྲོག			7
ཕུ་རིང			
ཕུ་རུང			9
ཕུ་ལྷགས			
ཕུ་ཤུ			
ཕུ་སྟོད			
ཕུག			2244
ཕུག་གཟོང			
ཕུག་ཉལ			
ཕུག་པ	NOUN		627
ཕུག་མ			19
ཕུག་རོན			477
ཕུག་ལམ			
ཕུག་ལུགས			13
ཕུག་སྐྱ			
ཕུགས			940
ཕུགས་གཏོར			
ཕུགས་དམིགས			
ཕུགས་དོན			1
ཕུགས་ནོར			1
ཕུགས་བདེ			
ཕུགས་བསམ			
ཕུགས་ཟོག			
ཕུགས་འཁྱོལ			
ཕུགས་འདུན			
ཕུགས་འབྲས			1
ཕུགས་ཡུན			
ཕུགས་རྒྱགས			
ཕུགས་རྡིག			
ཕུགས་རྩ			
ཕུགས་སོ			
ཕུང			2521
ཕུང་ཀྲོལ			13
ཕུང་ཁ			1
ཕུང་གཞི			3
ཕུང་གྱོད			8
ཕུང་དཀྲུག			1
ཕུང་པོ	NOUN		30288
ཕུང་བ			108
ཕུང་འདྲེ	NOUN		95
ཕུང་རྒན			2
ཕུང་སེལ			8
ཕུང་སྦྱོར			11
ཕུང་སྲི			60
ཕུད་ཀོང			3
ཕུད་གཏོར			17
ཕུད་དམ			12
ཕུད་པ	VERB		60
ཕུད་ཕོར			15
ཕུད་བུ			30
ཕུད་མཆོད			6
ཕུད་སྒྲ			3
ཕུན་བུ			3
ཕུན་ཚོགས			4214
ཕུབ	VERB		442
ཕུབ་ཁ			2
ཕུབ་དམག			
ཕུབ་པ	VERB		185
ཕུབ་མ			238
ཕུབ་སླེལ			
ཕུར			2308
ཕུར་ཁ			209
ཕུར་གདང			
ཕུར་དཀར			1
ཕུར་ནག			8
ཕུར་པ	OTHER		4660
ཕུར་བ			110
ཕུར་བུ	PROPN		3619
ཕུར་མ			237
ཕུར་མོང			25
ཕུར་ཚུགས			191
ཕུར་འཛུགས			1
ཕུར་ཤད			
ཕུར་ཤིང			1
ཕུར་སྨུག			
ཕུལ	VERB		18397
ཕུལ་བ	VERB		3881
ཕུལ་བྱུང			8
ཕུལ་ཡིག			1
ཕེད་པ	VERB		6
ཕེབ་རྡོབ			
ཕེབས་ཀོ			
ཕེབས་ཁྲི			
ཕེབས་གདོང			5
ཕེབས་པ	VERB		1842
ཕེབས་བསུ			2
ཕེབས་བྱམས			1
ཕེབས་ཚོགས			2
ཕེབས་ཟམ			
ཕེབས་རོགས			
ཕེབས་རྡོག			
ཕེབས་རྫོངས			3
ཕེབས་ལམ			96
ཕེབས་སྐྱེལ			7
ཕེབས་སྒུག			
ཕེབས་སྒོ			8
ཕེབས་སྒྲིག			
ཕེབས་སྟོན			
ཕེར་པོ			1
ཕེར་བ	VERB		51
ཕོ	NOUN		1755
ཕོ་ཁ			6
ཕོ་ཁེབས			
ཕོ་ཁྱི			5
ཕོ་གཅུ			
ཕོ་གཅོད			14
ཕོ་གཏམ			
ཕོ་གདུང			1
ཕོ་གཞོན			1
ཕོ་གསར			
ཕོ་གིང			7
ཕོ་གུ			
ཕོ་གླང			10
ཕོ་ངན			3
ཕོ་ཅོང			5
ཕོ་ཆས			5
ཕོ་ཆེན			2
ཕོ་ཉ	NOUN		6637
ཕོ་ཐ			
ཕོ་ཐེག			
ཕོ་དཀར			2
ཕོ་དབང			55
ཕོ་དྲོད			
ཕོ་ནད			10
ཕོ་ནོར			3
ཕོ་ཕག			
ཕོ་ཕྱག			
ཕོ་ཕྱུ			
ཕོ་ཕྱུགས			
ཕོ་བ	VERB		431
ཕོ་བཀྱག			
ཕོ་བཟོ			6
ཕོ་བོ	NOUN		25
ཕོ་བོང			
ཕོ་བྲང			13361
ཕོ་མཁྲིས			
ཕོ་མཚན			195
ཕོ་མེ			3
ཕོ་མོ	NOUN		2844
ཕོ་ཚད			2
ཕོ་ཚོད			79
ཕོ་ཟོམ			
ཕོ་འབྲིང			3
ཕོ་ཡན			
ཕོ་ཡིག			31
ཕོ་རབ			5
ཕོ་རིལ			15
ཕོ་རེང			12
ཕོ་རོག			67
ཕོ་རྐྱང			69
ཕོ་རྒུད			
ཕོ་རྟགས			28
ཕོ་རྩ			7
ཕོ་རླུང			63
ཕོ་ལད			
ཕོ་ལུག			2
ཕོ་ལུང			1
ཕོ་ལོག			18
ཕོ་ལོང			90
ཕོ་ལྕམ			
ཕོ་ལྕིབས			
ཕོ་ལྷ			89
ཕོ་ཤ			2
ཕོ་ཤར			
ཕོ་ཤལ			
ཕོ་ཤེད			
ཕོ་སུལ			
ཕོ་སྐྱེས			13
ཕོ་སྐྲན			3
ཕོ་སྒོ			17
ཕོ་སྟོད			13
ཕོ་ཧྲེང			1
ཕོག	VERB		2024
ཕོག་གསང			
ཕོག་གུ			1
ཕོག་ཐུག			40
ཕོག་དུག			
ཕོག་པ	VERB		1257
ཕོགས			70
ཕོགས་ཁང			
ཕོགས་ཆ			
ཕོགས་ཐེབས			
ཕོགས་ཐོབ			
ཕོགས་དཔོན			
ཕོང་བ			1
ཕོངས་ངན			
ཕོངས་པ	VERB		1300
ཕོངས་རྟགས			
ཕོད	VERB		1647
ཕོད་ཀ			23
ཕོད་ཅན			13
ཕོད་ཆུང			1
ཕོད་པ	VERB		354
ཕོད་པོ			
ཕོད་མདོ			3
ཕོད་འཛར			
ཕོན་ཏེ			
ཕོན་པོ	OTHER		43
ཕོན་བུ			
ཕོན་འཛར			
ཕོབ	VERB		2818
ཕོམ་པ			2
ཕོར་པ			138
ཕོར་ཕྱིས			
ཕོར་བུ			130
ཕོར་མར			
ཕོར་འབྱིད			
ཕོར་རས			
ཕོར་རུ			
ཕོར་རྩི			1
ཕོར་རྭ			
ཕོར་ཤུབས			
ཕོལ			93
ཕོལ་ཏེ			
ཕོལ་བ			2
ཕོལ་མིག			218
ཕོལ་འབྲས			7
ཕོས			32
ཕོས་པ			5
ཕོས་བོར			
ཕྱ་མ་ཕྱོ	OTHER		
ཕྱ་ཚན			
ཕྱ་ར			19
ཕྱ་རུ			2
ཕྱག	NOUN		129604
ཕྱག་ཀོར			
ཕྱག་ཁང			3
ཕྱག་གདན			
ཕྱག་ཐམ			11
ཕྱག་དཔུང			2
ཕྱག་དཔེ	NOUN		467
ཕྱག་དབང			46
ཕྱག་དམ			53
ཕྱག་དར			842
ཕྱག་དེབ			500
ཕྱག་པ			8
ཕྱག་ཕེབས			
ཕྱག་ཕྱི	NOUN		103
ཕྱག་ཕྲེང			73
ཕྱག་བཅས			37
ཕྱག་བདར			30
ཕྱག་བཞེས			1078
ཕྱག་བརྙན			311
ཕྱག་བྲིས			5
ཕྱག་མཆོད			796
ཕྱག་མདའ			6
ཕྱག་མདུད			19
ཕྱག་མཚན			6228
ཕྱག་མཛོད			196
ཕྱག་ཚ			22
ཕྱག་ཚགས			3
ཕྱག་ཚང			54
ཕྱག་ཚད			120
ཕྱག་འཁར			17
ཕྱག་འཇུག			2
ཕྱག་འདེབས			2
ཕྱག་འབུལ			36
ཕྱག་འབེབས			15
ཕྱག་འོས			46
ཕྱག་རས			
ཕྱག་རིས			18
ཕྱག་རོགས			
ཕྱག་རྒྱ	NOUN		45591
ཕྱག་རྒྱུན			76
ཕྱག་རྟགས	NOUN		70
ཕྱག་རྟེན			344
ཕྱག་རྡོར			1406
ཕྱག་རྫས			124
ཕྱག་ལན			140
ཕྱག་ལས			27
ཕྱག་ལེན			4452
ཕྱག་ལྕགས			2
ཕྱག་ལྡེ			
ཕྱག་ཤན			5
ཕྱག་སྣེ			
ཕྱག་སྦལ			43
ཕྱག་སྦུག			2
ཕྱག་སྦྲེལ			5
ཕྱག་སྨྱུག			
ཕྱག་སྲོལ			230
ཕྱགས			482
ཕྱགས་དག			
ཕྱགས་དར			52
ཕྱགས་ཕེབས			2
ཕྱགས་མ			81
ཕྱགས་ལྷམ			3
ཕྱགས་སྙིགས			
ཕྱང་ཆད			30
ཕྱང་ཕྲུལ			5
ཕྱང་བ			1
ཕྱང་འཕྲུལ			16
ཕྱང་ཡར			
ཕྱད་པ			7
ཕྱད་ཕྱོད			1
ཕྱམ			439
ཕྱམ་ཆད			15
ཕྱམ་ཕྱད			1
ཕྱམ་རྩེ			12
ཕྱམ་ཤིང			
ཕྱམ་སྟན			
ཕྱམ་སྟེགས			
ཕྱམ་སྣ			
ཕྱར་ཀ			10
ཕྱར་གཡེང			
ཕྱར་ཕྱུར			
ཕྱར་བ	VERB		172
ཕྱལ			56
ཕྱལ་དཔྱད			
ཕྱལ་མོ			1
ཕྱི	NOUN		21864
ཕྱི་ཀྱོག			
ཕྱི་ཁག			
ཕྱི་ཁམས			4
ཕྱི་ཁྱམས			21
ཕྱི་ཁྲལ			2
ཕྱི་གཟུགས			18
ཕྱི་གོས			9
ཕྱི་གྱེད			
ཕྱི་གླིང			14
ཕྱི་གློ			
ཕྱི་ངོས			64
ཕྱི་ཆོན			
ཕྱི་ཆོས			29
ཕྱི་ཉིན			259
ཕྱི་ཉུག			
ཕྱི་ཐག			58
ཕྱི་ཐན			
ཕྱི་ཐུམ			4
ཕྱི་ཐོ			1
ཕྱི་དགྲ			71
ཕྱི་དབུགས			50
ཕྱི་དར			272
ཕྱི་དལ			6
ཕྱི་དུས			84
ཕྱི་དོན			1437
ཕྱི་དྲོ			502
ཕྱི་ནུད			7
ཕྱི་ནུར			1
ཕྱི་པ	NOUN		232
ཕྱི་ཕྱག			108
ཕྱི་ཕྱིར			
ཕྱི་བ	NOUN		330
ཕྱི་བཀན			
ཕྱི་བདར			25
ཕྱི་བཞིན			1139
ཕྱི་བཤོལ			155
ཕྱི་བི			
ཕྱི་བུན			
ཕྱི་བྱད			13
ཕྱི་བློན			18
ཕྱི་མ	ADJ		22596
ཕྱི་མཐའ			238
ཕྱི་མི			60
ཕྱི་མིག			133
ཕྱི་མོ	ADJ		734
ཕྱི་མྱུལ			
ཕྱི་ཚར			
ཕྱི་ཚས			
ཕྱི་ཚིག			12
ཕྱི་ཚིགས			3
ཕྱི་ཚིལ			
ཕྱི་ཚིས			6
ཕྱི་ཚུལ			54
ཕྱི་འགྲིབ			
ཕྱི་འགྲོས			17
ཕྱི་འཇུག			137
ཕྱི་འདྲེད			
ཕྱི་འཕྲེད			11
ཕྱི་འབྲེད			6
ཕྱི་འབྲེལ			
ཕྱི་ཡུལ			413
ཕྱི་ར			4
ཕྱི་རས			5
ཕྱི་རིག			
ཕྱི་རིམ			1432
ཕྱི་རུ			279
ཕྱི་རོ			10
ཕྱི་རོལ			26865
ཕྱི་རྐང			101
ཕྱི་རྐྱེན			16
ཕྱི་རྒས			
ཕྱི་རྒོལ			371
ཕྱི་རྒྱ			29
ཕྱི་རྒྱལ			10
ཕྱི་རྒྱུད			118
ཕྱི་རྗེས			24
ཕྱི་རྟིང			20
ཕྱི་རྡོ			3
ཕྱི་ལག			1
ཕྱི་ལོ			95
ཕྱི་ལོག			41
ཕྱི་ལོགས			170
ཕྱི་ལྕག			
ཕྱི་ཤ			15
ཕྱི་ཤུན			90
ཕྱི་ས			199
ཕྱི་ས་ཁང			
ཕྱི་སོ			23
ཕྱི་སོག			
ཕྱི་སྐོགས			
ཕྱི་སྐོར			281
ཕྱི་སྒོ			93
ཕྱི་སྒྲོབ			
ཕྱི་སྒྲོམ			1
ཕྱི་སྣང			9
ཕྱི་སྤྱད			2
ཕྱི་སྲོལ			
ཕྱིང་གདན			
ཕྱིང་གཟར			
ཕྱིང་གོས			
ཕྱིང་ཐོ			
ཕྱིང་དྲིལ			2
ཕྱིང་པ			86
ཕྱིང་ཞྭ			1
ཕྱིང་ལྷམ			
ཕྱིང་སྟན			
ཕྱིད་པ	VERB		20
ཕྱིན་ཆད			3854
ཕྱིན་པ	VERB		65142
ཕྱིར			324
ཕྱིར་ཆོད			
ཕྱིར་དུ			1
ཕྱིར་ནུད			
ཕྱིར་ཕེབས			
ཕྱིར་བཅིལ			
ཕྱིར་བཅོས			9
ཕྱིར་བཞིན			
ཕྱིར་བཟློག			
ཕྱིར་བཤོལ			
ཕྱིར་བསྒྲལ			
ཕྱིར་བསྣུར			
ཕྱིར་ཞིང			
ཕྱིར་འགྱངས			
ཕྱིར་འགྱེད			
ཕྱིར་འགྲོས			
ཕྱིར་འཆོས			
ཕྱིར་འཐེན			
ཕྱིར་ཡང	ADV		36
ཕྱིར་རྒོལ			
ཕྱིར་ལེན			
ཕྱིར་ལོག			3
ཕྱིར་ཤིག			
ཕྱིར་སྐྱོད			
ཕྱིར་སློག			
ཕྱིས	ADV		774
ཕྱིས་གནོན			2
ཕྱིས་པ			145
ཕྱིས་བུ			
ཕྱིས་མ			
ཕྱིས་འབྱུང			3
ཕྱིས་འབྲང			
ཕྱིས་རས			
ཕྱིས་ལམ			
ཕྱིས་སྐྱེས			
ཕྱུ་པ			
ཕྱུག	VERB		4989
ཕྱུག་དབུལ			7
ཕྱུག་པོ	ADJ		548
ཕྱུགས			1652
ཕྱུགས་གཉེར			
ཕྱུགས་གཙེས			
ཕྱུགས་གསོ			
ཕྱུགས་ཆུང			11
ཕྱུགས་དེབ			
ཕྱུགས་ནད			175
ཕྱུགས་པ			12
ཕྱུགས་ཕྱུང			2
ཕྱུགས་བདག			2
ཕྱུགས་ཟོག			
ཕྱུགས་འཚོ			
ཕྱུགས་ར			4
ཕྱུགས་རྔོ			
ཕྱུགས་རྩིས			
ཕྱུགས་རྩྭ			
ཕྱུགས་རྫི	NOUN		92
ཕྱུགས་ལས			2
ཕྱུགས་ལྡན			1
ཕྱུགས་ལྷ			2
ཕྱུགས་ལྷས			61
ཕྱུགས་ཤིག			
ཕྱུགས་ས			1
ཕྱུགས་སྐད			
ཕྱུགས་སྐྱོང			8
ཕྱུགས་སྒྲོལ			
ཕྱུང			8038
ཕྱུང་བ	VERB		3021
ཕྱུབ་ཆེན			
ཕྱུར་ཁུ			3
ཕྱུར་ཕྱུར			15
ཕྱུར་བ			86
ཕྱུར་བུ	NOUN		23
ཕྱུར་ཞིབ			
ཕྱུར་སྐམ			
ཕྱུར་ཧྲོབ			
ཕྱེ་གཏོར			15
ཕྱེ་ཆག			
ཕྱེ་ཐུག			1
ཕྱེ་ཕུར			1
ཕྱེ་བ	VERB		6436
ཕྱེ་བྲུལ			
ཕྱེ་མ	NOUN		865
ཕྱེ་མར			16
ཕྱེ་འགམས			
ཕྱེ་འབོ			
ཕྱེ་རྐྱལ			
ཕྱེ་ལེབ			6
ཕྱེ་ཧྭག			
ཕྱེད	VERB		19919
ཕྱེད་ཀྲུང			70
ཕྱེད་གཟུགས			24
ཕྱེད་གཤགས			
ཕྱེད་ཆ			17
ཕྱེད་པ	VERB		2110
ཕྱེད་པོ			76
ཕྱེད་ཕྱེད			
ཕྱེད་བགོས			3
ཕྱེད་མ	NOUN		133
ཕྱེད་ཙམ			
ཕྱེད་ཚལ			15
ཕྱེད་ཚིག			
ཕྱེད་འཛིན			5
ཕྱེད་ལུས			1
ཕྱེད་ལྟིར			
ཕྱེད་ལྷག			1
ཕྱེད་ཤས			
ཕྱེད་སྐྱིལ			18
ཕྱེན			3
ཕྱེན་དྲི			
ཕྱེམ་འཕྲེད			
ཕྱེམ་རེད			10
ཕྱེས			1672
ཕྱེས་པ			178
ཕྱོ་ཕྱོ			44
ཕྱོགས	VERB		111807
ཕྱོགས་གཏོགས			3
ཕྱོགས་གཙང			32
ཕྱོགས་གོས			
ཕྱོགས་གླང			534
ཕྱོགས་ཅན			23
ཕྱོགས་ཆ			62
ཕྱོགས་ཆོས			2139
ཕྱོགས་ཐོན			
ཕྱོགས་པ	VERB		1572
ཕྱོགས་ཕྱོགས			1
ཕྱོགས་བསྡུས			2
ཕྱོགས་བསྡོམས			
ཕྱོགས་མཐའ			22
ཕྱོགས་མཐུན			157
ཕྱོགས་མཐོང			
ཕྱོགས་མཚམས			2599
ཕྱོགས་མཚུངས			1
ཕྱོགས་མེད			910
ཕྱོགས་ཞེན			5
ཕྱོགས་ཞྭ			
ཕྱོགས་འཁྱམས			
ཕྱོགས་འཁྱར			
ཕྱོགས་འགྲིལ			
ཕྱོགས་འགྲུལ			
ཕྱོགས་འགྲོ			11
ཕྱོགས་འགྲོན			
ཕྱོགས་འཐེན			
ཕྱོགས་འབྲང			
ཕྱོགས་རིས			790
ཕྱོགས་རྟོག			
ཕྱོགས་རྟོགས			30
ཕྱོགས་རྩ			
ཕྱོགས་ལང			
ཕྱོགས་ལྷུང			326
ཕྱོགས་སྐྱོང			251
ཕྱོགས་སྐྱོད			
ཕྱོགས་སྒྲིག			
ཕྱོགས་སྒྲིལ			
ཕྱོགས་སྔ	NOUN		397
ཕྱོགས་སྟོན			
ཕྱོགས་སྤྲང			
ཕྱོད			87
ཕྱོར			44
ཕྲ	VERB		6506
ཕྲ་ཀོང			
ཕྲ་ཁུང			
ཕྲ་བ	VERB		5651
ཕྲ་མ	NOUN		1021
ཕྲ་མེན			739
ཕྲ་མོ	ADJ		3752
ཕྲ་ཚོམ			62
ཕྲ་ཞིབ			65
ཕྲ་རགས			702
ཕྲ་རབ			731
ཕྲ་རིང			2
ཕྲ་རྒྱན			24
ཕྲ་རྒྱས			1165
