# form	pos	lemma	sense	freq
བྱ་ཁྱུང	OTHER			661
བྱ་རོག	NOUN			2522
བྱང	NOUN			23564
བྱང་ཆུབ	NOUN			84995
བྱད				1333
བྱད་མ				1937
བྱད་བཞིན	NOUN			
བྱད་གཟུགས	NOUN			295
བྱམས	VERB			
བྱས	VERB			
བྱིན	VERB			71925
བྱིས	OTHER			
བྱུང	VERB			80941
བྱེ	NOUN			
བྱེ་བྲག	NOUN			27273
བྱེ་མ	NOUN			4972
བྱེད	VERB			
བྱེད་པ་པོ	NOUN			
བྲག་ཅ				247
བྲག་ཞུན				58
བྲང	NOUN			1027
བྲང་འགྲོ	NOUN			17
བྲམ་ཟེ	NOUN			11871
བྲལ	VERB			
བླ	NOUN			30688
བླ་གོས	NOUN			1407
བླ་དགས				
བླ་མ	NOUN			93504
བླངས	VERB			
བླུན	VERB			
བློ	NOUN			43274
བློ་གྲོས	NOUN			15252
བློན་པོ	NOUN			4250
དབང	NOUN			224616
དབང་པོ	NOUN			43406
དབང་ཕྱུག	NOUN			16702
དབད				
དབལ				949
དབུ	NOUN			15505
དབུ་སྐྲ	OTHER			36
དབུགས	NOUN			11589
དབུས	NOUN			44120
དབེན	VERB			
དབྱངས	NOUN			16996
དབྱར	ADV			
དབྱིག	NOUN			967
དབྱིངས	NOUN			39324
དབྱིབས	NOUN			9172
དབྱེ	VERB			9960
འབད	VERB			
འབའ་ཞིག				1
འབར	VERB			
འབུ	NOUN			1017
འབུམ	NUM			15396
འབུམ་ཕྲག	OTHER			73
འབུས	VERB			
འབྱིན	VERB			
འབྱུང	VERB			
འབྱེད	VERB			
འབྱོར	VERB			
འབྲང	VERB			5063
འབྲངས	VERB			
འབྲས	NOUN			10397
འབྲས་ཆན				46
འབྲས་བུ	NOUN			76244
འབྲིང	NOUN			
འབྲུག	NOUN			3064
འབྲུམ་ཕྲན				
འབྲུམ་བུ				337
འབྲེལ	VERB			
འབྲོག	NOUN			808
རྦོབས				
ལྦ་བ	NOUN			124
སྦགས				
སྦམས				
སྦལ				467
སྦུད				
སྦུར				
སྦྱངས	VERB			
སྦྱར	VERB			
སྦྱིན	VERB			13754
སྦྱོང	VERB			
སྦྱོར	VERB			18422
སྦྲང				
སྦྲང་བུ	NOUN			609
སྦྲང་མ	NOUN			440
སྦྲང་རྩི	NOUN			2141
སྦྲུལ	NOUN			9292
སྦྲེལ་མ				101
མ	PART			948982
མ་ནིང	OTHER			1907
མ་འོངས	NOUN			
མ་རབས	NOUN			180
མ་རིག	NOUN			1494
མ་རུངས				
མ་ཧེ				
མང	VERB			
མང་པོ	ADJ			28762
མན་ངག	NOUN			23785
མན་ཆད	ADV			5042
མན་ཤེལ				468
མར་མེ	NOUN			7495
མལ				1368
མལ་ཆ	NOUN			647
མལ་སྟན	NOUN			917
མི	PART			883801
མི་དགེ	NOUN			
མི་རྟག	OTHER			
མི་གཙང				
མིག	NOUN			49947
མིང	NOUN			46629
མིན	AUX			44168
མུ	NOUN			2487
མུ་ཁྱུད	NOUN			4502
མུ་གེ	NOUN			1006
མུ་ཅོར	ADJ			220
མུ་ཏིག	NOUN			3543
མུ་སྟེགས	NOUN			5849
མུན	NOUN			
མུན་ཁུང	NOUN			261
མེ	NOUN			44915
མེ་ཏོག	NOUN			38196
མེ་སྟག	OTHER			697
མེ་ཐབ	NOUN			363
མེ་ཤེལ	NOUN			332
མེད	VERB			
མོ	PRON			
མོ་གཤམ	NOUN			776
མོག་མོག་པོ	NOUN			
མོངས	VERB			
མོད	VERB			16465
མོན	PROPN			
མོན་མོ				
མོན་སྲན				297
མོས	VERB			
མྱ་ངན	NOUN			35125
མྱག				93
མྱུ་གུ	NOUN			5632
མྱུར	VERB			
མྱོང	VERB			
དམག	NOUN			9029
དམག་དཔོན	NOUN			1085
དམངས	NOUN			395
དམངས་རིགས	PROPN			442
དམན	VERB			
དམར	VERB			
དམིགས	VERB			
དམྱལ	VERB			
རྨ	NOUN			2387
རྨད	VERB			
རྨི་ལམ	NOUN			21496
རྨོངས	VERB			
སྨ	ADJ			206
སྨ་ར	NOUN			428
སྨག	NOUN			106
སྨད	NOUN			5501
སྨན	NOUN			19884
སྨིག་རྒྱུ	NOUN			
སྨིག་སྒྱུ				
སྨིན	VERB			
སྨེ				27
སྨེ་ཤ				
སྨོད				300
སྨོན	VERB			
སྨོན་ལམ	NOUN			21445
སྨོས	VERB			
སྨྱིག་མ				74
སྨྱུ་གུ	NOUN			112
སྨྱོན				
སྨྲ	VERB			
སྨྲེ་སྔགས	NOUN			1450
ཙ་བྱ				
ཙན་དན	NOUN			2306
ཙནྡན	NOUN			
ཙམ	DET			141629
གཙང	PROPN			
གཙང་མ	ADJ			2637
གཙུག	NOUN			4400
གཙུག་ཏོར	PROPN			4090
གཙུག་ཕུད	NOUN			590
གཙུག་ལག	NOUN			1426
གཙུག་ལག་ཁང	NOUN			
གཙོ	NOUN			
བཙན་པོ	NOUN			324
བཙུན	VERB			
བཙོག	VERB			235
བཙོན་ར	NOUN			100
རྩ	NUM			93414
རྩལ	NOUN			11071
རྩིབས	NOUN			
རྩུབ	VERB			
རྩུབ་མོ	ADJ			134
རྩེ	NOUN			
རྩེ་མོ	NOUN			9087
རྩོམ	VERB			
རྩྭ	NOUN			2474
སྩལ	VERB			
བརྩམ	VERB			
བརྩམས	VERB			
བརྩོན	VERB			
བརྩོན་འགྲུས	NOUN			17778
ཚ	VERB			3302
ཚང་ཚིང	OTHER			403
ཚངས	VERB			1742
ཚངས་རིས	NOUN			874
ཚད	NOUN			48990
ཚད་མ	NOUN			14895
ཚན	NOUN			7356
ཚལ	NOUN			7795
ཚི་གུ				21
ཚིག	NOUN			63411
ཚིགས	NOUN			16533
ཚིམ	VERB			
ཚིལ	NOUN			1364
ཚུ	OTHER			
ཚུ་རོལ	NOUN			999
ཚུལ	NOUN			106863
ཚུལ་ཁྲིམས	NOUN			30725
ཚེ	NOUN			182765
ཚེ་རབས	NOUN			4743
ཚེག				148
ཚེག་དྲག				341
ཚེགས	NOUN			1848
ཚེར་མ	NOUN			1110
ཚེས	NOUN			14163
ཚོགས	NOUN			93042
ཚོང	NOUN			811
ཚོང་དཔོན	NOUN			2046
ཚོན	NOUN			6279
ཚོར	VERB			
ཚོལ	VERB			2168
ཚྭ	NOUN			4580
མཚང	NOUN			935
མཚན	NOUN			34344
མཚན་ཉིད	NOUN			66419
མཚན་མ	NOUN			25280
མཚམས	NOUN			29575
མཚར	VERB			
མཚུངས	VERB			
མཚོ	NOUN			10989
མཚོན	NOUN			15448
འཚང	VERB			9625
འཚལ	VERB			
འཚོ	VERB			
མཛངས	ADJ			
མཛད	VERB			
མཛའ	VERB			
མཛའ་བོ	NOUN			800
མཛའ་མོ	OTHER			125
མཛའ་བཤེས	OTHER			520
མཛུབ	NOUN			933
མཛུབ་མོ	NOUN			2373
མཛེ				884
མཛེས	VERB			
མཛོད	NOUN			18900
འཛག	VERB			1833
འཛམ་བུ	NOUN			
འཛིན	VERB			41710
རྫ	NOUN			
རྫས	NOUN			43958
རྫུ་འཕྲུལ	NOUN			14542
རྫུན	NOUN			2980
རྫོགས	VERB			
བརྫུན	NOUN			
ཝ	OTHER			2388
ཝ་སྐྱེས	OTHER			11
ཞག	NOUN			23695
ཞགས				
ཞན	PROPN			
ཞབས	NOUN			34680
ཞི	VERB			
ཞི་གནས	NOUN			6230
ཞིང	SCONJ			
ཞིམ	VERB			
ཞུ	VERB			14265
ཞུགས	VERB			26959
ཞུན				
ཞུན་མ				138
ཞུན་མར				293
ཞུས	VERB			6404
ཞེ	PART			101021
ཞེ་སྡང	NOUN			15312
ཞེང				
ཞེན	VERB			
ཞོ	NOUN			3016
གཞག	VERB			4615
གཞང་འབྲུམ				57
གཞན	DET			295512
གཞན་དག				2
གཞལ	VERB			
གཞི	NOUN			36365
གཞིགས	VERB			71
གཞུང	NOUN			43154
གཞོགས				89
གཞོན	NOUN			
གཞོན་ནུ	ADJ			
གཞོལ				
བཞག	VERB			34645
བཞི	NUM			151745
བཞི་པོ	NUM			11909
བཞིན	NOUN			267940
བཞུགས	VERB			
བཞེད	VERB			
བཞོན				162
ཟ་འབྲུམ				
ཟ་མ་ཏོག	NOUN			676
ཟག	VERB			1426
ཟང་ཟིང	NOUN			3263
ཟངས	NOUN			5467
ཟད	VERB			
ཟན	NOUN			5665
ཟབ	VERB			
ཟབ་མོ	ADJ			13238
ཟས	NOUN			19701
ཟིན	VERB			22353
ཟིལ	NOUN			11159
ཟུག་རྔུ	NOUN			1191
ཟུང	VERB			9829
ཟེར	VERB			28046
ཟོས	VERB			
ཟླ	NOUN			
གཟའ	NOUN			8245
གཟི	OTHER			748
གཟི་བརྗིད	NOUN			6024
གཟིགས	VERB			
གཟིངས	NOUN			509
གཟུ				
གཟུ་ལུམས	NOUN			
གཟུགས	NOUN			68067
གཟུང	VERB			
གཟུངས	NOUN			17646
གཟེབ	NOUN			336
གཟོད	ADV			
གཟོད་མ	ADV			146
བཟང	VERB			15759
བཟང་པོ	ADJ			20455
བཟངས	VERB			
བཟད	NOUN			
བཟའ	NOUN			1308
བཟོད	VERB			
འི	ADP			
འུག				
འུར				93
འོ	PART			
འོ་ན				335
འོག	NOUN			41863
འོག་མ	ADJ			6023
འོག་མིན	PROPN			6360
འོང	VERB			15182
འོངས	VERB			
འོད	NOUN			48133
འོད་མ	NOUN			109
འོན	ADV			
འོན་ཀྱང				14
འོན་ཏེ				1
འོལ				
འོས	VERB			
ཡ	NOUN			4708
ཡ་ང་བ	ADJ			255
ཡ་ཡོ	NOUN			
ཡ་རབས	NOUN			389
ཡང་དག	ADJ			30888
ཡང་ན				
ཡངས	VERB			
ཡངས་པ	ADJ			2114
ཡན་ལག	NOUN			49791
ཡབ	NOUN			15096
ཡམ་ཤིང				1667
ཡར་ངོ	NOUN			4
ཡལ་ག	NOUN			2411
ཡས				2076
ཡི	ADP			
ཡི་གེ	NOUN			37156
ཡི་དགས	NOUN			
ཡི་དྭགས	NOUN			4367
ཡིག	NOUN			10709
ཡིག་འབྲུ	NOUN			3370
ཡིད	NOUN			
ཡུངས				
ཡུངས་ཀར				1676
ཡུངས་ནག				55
ཡུད	NOUN			3460
ཡུད་ཙམ				
ཡུན	NOUN			7367
ཡུམ	NOUN			29184
ཡུལ	NOUN			93167
ཡུལ་ཅན	NOUN			7745
ཡེ	ADV			8378
ཡེ་ཤེས	NOUN			
ཡོ་བྱད	NOUN			12919
ཡོངས	DET			160615
ཡོངས་སུ				
ཡོད	VERB			
ཡོན	NOUN			5151
ཡོན་ཆབ				230
ཡོན་ཏན	NOUN			66103
གཡང	NOUN			3898
གཡང་ས				839
གཡས	NOUN			
གཡུང་དྲུང	OTHER			1517
གཡུལ	NOUN			4536
གཡེང	VERB			
གཡེངས	VERB			
གཡོ	VERB			3717
གཡོན	NOUN			
ར	ADP			4707770
རག	VERB			3751
རགས	VERB			1408
རང	PRON			311255
རང་ཉིད	OTHER			2028
རང་བཞིན	NOUN			111452
རབ	ADV			148692
རབ་ཏུ				
རབ་འབྱོར	PROPN			22974
རབ་རིབ	NOUN			1319
རབས	NOUN			2596
རལ་གྲི	NOUN			6759
རས་ཡུག	NOUN			673
རི	NOUN			13583
རི་དྭགས	NOUN			2986
རི་བོང	NOUN			2161
རི་རབ	PROPN			7077
རིག	VERB			12367
རིགས	NOUN			128611
རིང	NOUN			10748
རིང་པོ	ADJ			4096
རིན	NOUN			2167
རིན་ཆེན	OTHER			22841
རིན་ཐང	OTHER			1696
རིན་པོ་ཆེ	ADJ			31731
རིམ	NOUN			
རིམ་གྲོ	NOUN			2645
རིམས	NOUN			2270
རིམས་ནད	NOUN			661
རིས	NOUN			9251
རུང	SCONJ			52256
རུས	NOUN			
རུས་སྦལ	NOUN			1481
རེ་སྐན	ADV			
རེ་ཞིག				
རེ་རེ	DET			19247
རེངས	VERB			
རོ	NOUN			
རོ་ཙ	OTHER			14
རོལ	VERB			5216
རྭ	NOUN			4196
རླབས	OTHER			4305
རླབས་པོ་ཆེ	OTHER			
རླུང	NOUN			66665
རློམ་སེམས	NOUN			6432
བརླ	NOUN			1550
བརླང				
ལ	ADP			
ལ་ལ	PRON			10643
ལ་སོགས				
ལག	NOUN			16668
ལགས	AUX			34011
ལང་ཚོ	OTHER			1746
ལང་ལིང				74
ལངས	VERB			
ལན	NOUN			74093
ལན་ཚྭ				148
ལམ་པོ་ཆེ	NOUN			
ལི་ཁྲི	NOUN			35
ལིང་ཏོག	NOUN			278
ལུ་གུ་རྒྱུད				
ལུགས	NOUN			42276
ལུང	NOUN			55722
ལུས	NOUN			152138
ལེ་བརྒན	NOUN			422
ལེ་ལོ	NOUN			2625
ལེགས	VERB			
ལེན	VERB			
ལེའུ	NOUN			18886
ལོ	NOUN			
ལོག	VERB			18540
ལོགས	NOUN			8699
ལོང	VERB			4031
ལོངས	VERB			7618
ལོངས་སྤྱོད	NOUN			28756
ལྭ་བ	NOUN			245
ཤ	NOUN			18322
ཤ་སྟག	DET			2522
ཤ་སྦྲང				7
ཤངས	PROPN			1464
ཤམ་ཐབས	NOUN			2352
ཤམ་བུ	NOUN			784
ཤར	VERB			25662
ཤལ				
ཤི	VERB			
ཤིན	ADV			
ཤིན་ཏུ				
ཤུ་དག				396
ཤུན				
ཤུལ	NOUN			2344
ཤེ་རུལ				
ཤེལ	NOUN			4781
ཤེལ་སྒོང				184
ཤེས	VERB			
ཤེས་བྱ	VERB			7228
ཤེས་རབ	NOUN			74735
གཤིན་རྗེ	OTHER			4295
གཤེགས	VERB			
གཤེད	NOUN			3113
གཤེད་མ	NOUN			535
བཤད	VERB			
བཤེས	VERB			
བཤེས་གཉེན	NOUN			10802
ས	ADP			1744352
ས་ཁུང	NOUN			6
ས་བོན	NOUN			29040
ས་ལེ	ADV			
ས་ལེ་སྦྲམ	NOUN			
སང	ADV			2618
སང་ཕོད				80
སངས	VERB			
སངས་རྒྱས	NOUN			199781
སིལ				
སིལ་སྙན	NOUN			1746
སིལ་བུ	OTHER			219
སིལ་མ	NOUN			420
སུ	ADP			
སུ་ཞིག				
སུམ་བརྒྱ	OTHER			
སུམ་ཅུ	OTHER			
སུམ་ཅུ་རྩ་གཉིས				
སུམ་ཅུ་རྩ་བདུན				
སུམ་ཅུ་རྩ་གསུམ	PROPN			
སེ				695
སེ་གོལ	NOUN			1777
སེ་རལ				
སེང་གེ	NOUN			7851
སེན	NOUN			
སེན་མོ	NOUN			1489
སེམས	NOUN			205998
སེམས་ཅན	NOUN			138000
སེམས་དཔའ	NOUN			43934
སེར་སྣ	NOUN			2907
སེལ	VERB			12604
སོ	PART			
སོ་སོ	PRON			
སོག་ལེ				77
སོང	VERB			34629
སོམ་ཉི	NOUN			1178
སོར་མོ	NOUN			3385
སྲ	VERB			
སྲང	NOUN			4356
སྲན་ཚོད				75
སྲས	NOUN			
སྲིང་མོ	NOUN			2154
སྲིད	NOUN			31333
སྲིན				
སྲིན་པོ	NOUN			3137
སྲིན་བུ	NOUN			1357
སྲིན་བྱ	NOUN			88
སྲིན་མོ	NOUN			1365
སྲིན་ལག				1788
སྲུང	VERB			
སྲེག				1787
སྲེད	NOUN			
སྲོག	NOUN			38630
སྲོག་ཆགས	NOUN			6282
སྲོལ	NOUN			3442
སླ	VERB			
སླད	NOUN			23089
སློང	VERB			
སློབ	VERB			
སློབ་དཔོན	NOUN			69992
སློབ་མ	NOUN			22986
གསག				373
གསང	VERB			9569
གསལ	VERB			
གསལ་ལེ་				
གསུང	VERB			49427
གསུངས	VERB			83428
གསུམ	NUM			
གསུམ་ཅ				
གསུམ་པོ	NUM			
གསུས				
གསུས་ཁྱིམ				164
གསུས་ལྕི				
གསུས་གཟེར				
གསེབ	NOUN			1861
གསེར	NOUN			28662
གསོལ	VERB			
བསགས	VERB			
བསམ	NOUN			
བསམ་གཏན	NOUN			35174
བསམས	VERB			
བསལ	VERB			
བསེ་རུ	NOUN			1018
བསོད་སྙོམས	NOUN			4443
བསོད་ནམས	NOUN			36815
བསླབ	VERB			
ཧ	NOUN			
ཧ་ཅང	ADV			6107
ཧོམ་ཁུང	NOUN			359
ལྷ	NOUN			119117
ལྷ་སྲིན	NOUN			971
ལྷག	NOUN			5433
ལྷག་མཐོང	NOUN			4943
ལྷག་མ	NOUN			19059
ལྷན	NOUN			
ལྷན་ཅིག	OTHER			
ལྷུང	VERB			
ལྷུང་བཟེད	NOUN			7026
ལྷུན	NOUN			9437
ལྷུར	VERB			
ལྷོ	NOUN			4809
ཨུ་རྒྱན	PROPN			862
ཨུ་མ	NOUN			
ཨོ་རྒྱན	PROPN			
