# form	pos	lemma	sense	freq
དགེ				
དགེ་གཞོན				3
དགེ་གཡོག				6
དགེ་གོམས				
དགེ་གྱོག				
དགེ་གླིང				
དགེ་ངལ				
དགེ་ཆས				
དགེ་ཆུ				
དགེ་ཆུང				141
དགེ་ཆུབ				
དགེ་ཆེ				
དགེ་ཆེན				
དགེ་ཆོས	NOUN			226
དགེ་དགེ				2
དགེ་དགྱེས				
དགེ་ཕྱོགས				74
དགེ་ཕྲུག				2
དགེ་བ	VERB			37015
དགེ་བཅུ				
དགེ་བདེ				
དགེ་བཤེས	NOUN			1275
དགེ་བཤོས				
དགེ་བསྐོས				
དགེ་བསྐྱོས				
དགེ་བསྔོ				
དགེ་བསྙེན	NOUN			5715
དགེ་བསྙེན་མ	NOUN			950
དགེ་བེད				
དགེ་བྱེད				129
དགེ་བྲལ				
དགེ་མ				96
དགེ་མང				
དགེ་མཆོག				
དགེ་མཚན	OTHER			922
དགེ་མར				
དགེ་ཙུལ་མ				
དགེ་ཚུལ	VERB			5451
དགེ་ཚུལ་མ				592
དགེ་ཚེས				
དགེ་ཚོགས	NOUN			1336
དགེ་འཐུད				
དགེ་འདུན	NOUN			39254
དགེ་འདུན་པ				
དགེ་འཕེལ				
དགེ་འབྲས				
དགེ་འོས				
དགེ་རྒན	OTHER			71
དགེ་རྒྱན				
དགེ་རྒྱས	PROPN			414
དགེ་རྩ	OTHER			2236
དགེ་རྩམ				
དགེ་ལས				204
དགེ་ལུགས				
དགེ་ལེགས	OTHER			4673
དགེ་ལྟས	NOUN			17
དགེ་ལྡན				
དགེ་ལྡན་པ				
དགེ་ཤིས				
དགེ་ཤེས				
དགེ་སེམས	OTHER			210
དགེ་སྐོས				
དགེ་སྐྱེས				
དགེ་སྐྱོན				2
དགེ་སྐྱོས				
དགེ་སྒྲུབ				
དགེ་སྙེན				
དགེ་སྟིག				
དགེ་སྟོང				2
དགེ་སྡིག	NOUN			1115
དགེ་སྤྱོད	OTHER			49
དགེ་སྦྱོང	NOUN			7908
དགེ་སྦྱོར	NOUN			3617
དགེ་སློང	NOUN			72619
དགེ་སློང་མ				
དགེ་སློབ				103
དགེ་སློབ་མ				677
དགེང་ལ				
དགེན་གསུམ				
དགེབས				
དགེའ་བ				
དགེའ་རྩ				
དགེའ་ལེགས				
དགེའ་སེམས				
དགེའ་སྡིག				
དགེའ་སྡུད				
དགེའ་སྦྱོང				
དགེའ་སློང				
དགེའ་སློང་མ				
དགེའོ				
དགེའོ་དགེའོ				
དགེར				
དགེར་བ				
དགེར་འབད				
དགེས				
དགེས་པ	VERB			227
དགོ་དགོ				4
དགོ་བ				17
དགོ་བ་མ				
དགོ་རུ				
དགོ་སློག				
དགོག				27
དགོག་པ				6
དགོགས				
དགོང				
དགོང་ཁ				
དགོང་ག				
དགོང་ཆ				
དགོང་ཆས				
དགོང་ཇ				10
དགོང་ཉུག				
དགོང་ཐས				
དགོང་ཐུན				162
དགོང་དག				
དགོང་དུས				
དགོང་དེར				
དགོང་དྲོ				
དགོང་པ				
དགོང་བ				3
དགོང་བཅད				1
དགོང་བཏབ				
དགོང་མལ				
དགོང་མོ				273
དགོང་ཚིགས				
དགོང་ཚོགས				
དགོང་ཞག				
དགོང་ཞོག				
དགོང་ཞོགས				
དགོང་ཟན				
དགོང་ཟས				
དགོང་འཇམ				
དགོང་འདེབས				
དགོང་རྒྱུ				
དགོང་ཤེད				
དགོངས				
དགོངས་ཀ				
དགོངས་ཁྲ				
དགོངས་ཁྲོལ				
དགོངས་གཅིག				
དགོངས་གཏད				
དགོངས་གཏེར	OTHER			281
དགོངས་གནད				
དགོངས་གཞི				
དགོངས་གསོལ				78
དགོངས་ཉམས				
དགོངས་དག				3
དགོངས་དངོངས				
དགོངས་དཔྱད				
དགོངས་དབྱིངས				
དགོངས་དམ				
དགོངས་དོན				
དགོངས་དྭངས				
དགོངས་པ	VERB			24033
དགོངས་བཅད				
དགོངས་བཅུད				
དགོངས་བབས				
དགོངས་བཞི				
དགོངས་བཞེད	NOUN			124
དགོངས་བརྒྱུད				
དགོངས་བྱིན				
དགོངས་མཆོད				1
དགོངས་མཐུན				2
དགོངས་མཛོད				
དགོངས་མལ				
དགོངས་མོ				
དགོངས་ཚུལ				
དགོངས་ཞག				
དགོངས་ཞུ				2
དགོངས་ཟབ	OTHER			9
དགོངས་འཁྲོལ				
དགོངས་འགལ				2
དགོངས་འགྲལ				
དགོངས་འགྲེལ	NOUN			1579
དགོངས་འཆར				3
དགོངས་འདུས				
དགོངས་འཕོག				
དགོངས་འབྲེལ				
དགོངས་ཡང				
དགོངས་ཡངས				
དགོངས་རྒྱན				
དགོངས་རྒྱུད				
དགོངས་རྫོགས	OTHER			237
དགོངས་སེང				
དགོངས་སེལ				
དགོངས་སྐར				
དགོངས་སྐོར				4
དགོངས་སྔ				
དགོངས་སྤྱོད				
དགོད	VERB			2429
དགོད་གནས				
དགོད་གཞི				3
དགོད་པ	VERB			2927
དགོད་བག				
དགོད་བྱེད				
དགོད་བྲོ	OTHER			
དགོད་བྲོ་པོ				
དགོད་བྲོ་བ				
དགོད་མ				
དགོད་ཡས				
དགོད་རེ་བྲོ				
དགོད་སྒྲ				
དགོད་སློང				
དགོན				
དགོན་ཁག				
དགོན་གཉེར				
དགོན་གནས				361
དགོན་གཞི				
དགོན་དུང				24
དགོན་དུད				
དགོན་པ	NOUN			3538
དགོན་པ་པ				
དགོན་པ་བ	NOUN			168
དགོན་པ་མ				
དགོན་པོ				
དགོན་བུ				
དགོན་མཆོག				
དགོན་ལག	OTHER			15
དགོན་ལུང				
དགོན་ཤུལ				1
དགོན་སྐྱབས				
དགོན་སྡེ	OTHER			155
དགོན་ཧྲུལ				
དགོལ				
དགོས	VERB			44514
དགོས་ཁ				
དགོས་ཁྲ				
དགོས་གནས				
དགོས་གལ				
དགོས་གསུམ				
དགོས་གྲུབ				
དགོས་ངེས				31
དགོས་ཆ				17
དགོས་ཆས				8
དགོས་ཆེད				37
དགོས་དགུ				
དགོས་དགོས				
དགོས་དངུལ				
དགོས་དབང				20
དགོས་དོན	OTHER			375
དགོས་པ	VERB			35231
དགོས་བྱེད				
དགོས་མཁོ				
དགོས་མགོ				
དགོས་མེད				
དགོས་འདུན				
དགོས་འདོད	NOUN			1757
དགོས་འབྲེལ				308
དགོས་རིང་ཆུ				
དགོས་རྒྱུ				
དགོས་སེ				
དགོས་ཨང				
དགྱེ				
དགྱེ་གུག				
དགྱེ་དགུ				
དགྱེ་དགུ་ཅན				
དགྱེ་དགྱེ				1
དགྱེ་དགྱེ་དགུ་དགུ				
དགྱེ་པོ				
དགྱེ་བ				125
དགྱེ་བོ				6
དགྱེ་འདུན				
དགྱེ་ལེགས				
དགྱེད				
དགྱེད་དགུར				
དགྱེད་དགྱེད				3
དགྱེད་པ				9
དགྱེའོ				3
དགྱེར་བ				
དགྱེལ་བ				
དགྱེས				
དགྱེས་ཉམས				
དགྱེས་དགུར				
དགྱེས་དགྱེས				2
དགྱེས་པ	VERB			2845
དགྱེས་པ་རྡོ་རྗེ	PROPN			482
དགྱེས་མཛད				
དགྱེས་ཚོར				15
དགྱེས་ཞལ				18
དགྱེས་འཛུམ				36
དགྱེས་རོལ				
དགྱེས་རྡོར				
དགྱེས་ཤ				
དགྱེས་སྐྱེམས				
དགྱེས་སྟོན	OTHER			4
དགྱེས་སྣང				
དགྲ				
དགྲ་ཁང				10
དགྲ་གང				
དགྲ་གཉེན	NOUN			363
དགྲ་གདོན				2
དགྲ་གཤེད				37
དགྲ་གྱོང				
དགྲ་གྲོགས				19
དགྲ་ངན	PROPN			32
དགྲ་ཅ				
དགྲ་ཆ				31
དགྲ་ཆས				
དགྲ་ཆོས				47
དགྲ་ཉམས				
དགྲ་ཐབས	NOUN			35
དགྲ་ཐུན				
དགྲ་དག་པ				
དགྲ་དཔུང				
དགྲ་དཔོན				
དགྲ་དམག				2
དགྲ་ནག	PROPN			517
དགྲ་ཕཡབ༹				
དགྲ་ཕལ				
དགྲ་ཕྱ				
དགྲ་ཕྱོགས				281
དགྲ་ཕྱྭ				33
དགྲ་བགེགས	OTHER			4239
དགྲ་བཅོམ				
དགྲ་བཅོམ་མ				
དགྲ་བཞེར				
དགྲ་བརླག				
དགྲ་བོ	NOUN			3962
དགྲ་བྱེད				
དགྲ་བླ				
དགྲ་མགོ				38
དགྲ་མདའ				
དགྲ་ཞུ				1
དགྲ་ཟིན				
དགྲ་ཟུན				
དགྲ་ཟོན				1
དགྲ་ཟོར				
དགྲ་ཟླ				58
དགྲ་འགོག				
དགྲ་འཇོམས				
དགྲ་འདུལ				
དགྲ་འདེད				
དགྲ་ཡ				3
དགྲ་རྣམས				
དགྲ་རྩ				
དགྲ་ལན	NOUN			24
དགྲ་ལྷ	NOUN			185
དགྲ་ཤ				76
དགྲ་ཤ་པ				
དགྲ་ཤ་བོ				
དགྲ་ཤགས				
དགྲ་ས				
དགྲ་སེམས				2
དགྲ་སོ				
དགྲ་སྟ				178
དགྲ་སྟབས				
དགྲ་སྟྭ				
དགྲ་སྲི				33
དགྲག་དགྲུག				
དགྲད་པ				6
དགྲན་ཟླ				
དགྲམ				
དགྲམ་པ				261
དགྲམས				
དགྲར				
དགྲར་གྱུར				
དགྲར་འཛིན				
དགྲར་ལྟ				
དགྲར་སློང				
དགྲལ				
དགྲས་བརླག				
དགྲུང				
དགྲེ་བཤེས				
དགྲེ་སྦྱོང				
དགྲེ་སློང				
དགྲེལ				
དགྲེས་པ				
དགྲོང				
དགྲོང་པ				
དགྲོང་བ				
དགྲོངས				6
དགྲོལ				
དགྲོལ་བ	VERB			361
དང				
དང་ཀ				
དང་ཀོ				
དང་ཀྱོག				
དང་ཁ				2
དང་ག				19
དང་གཉིས				
དང་ཉེ				
དང་ཐོག	OTHER			
དང་ཐོན				
དང་དང་དོད་དོད				
དང་དམག				
དང་དིང				
དང་དོད				
དང་པོ	ADJ			162718
དང་པོ་པ				
དང་ཕན				
དང་ཕྱུར				
དང་བ	NOUN			1208
དང་བསྟོད				
དང་བྲལ				
དང་བྲལ་བ				
དང་བླང				
དང་བླངས				
དང་མོ				
དང་ཙེ				
དང་ཚུགས				
དང་ཚེ				
དང་ཞེན				
དང་ཟམ				
དང་འདྲ				
དང་ར				
དང་རུ				8
དང་རུས				
དང་རྭ				2
དང་ལ				1
དང་ལ་ཆེ				
དང་ལེན				13
དང་ལྡན				
དང་སེམས				3
དང་སྒོམ				
དངགས				35
དངགས་ངག				
དངགས་སྙན				
དངང་བ				
དངངས				
དངངས་པ	VERB			94
དངངས་འཚབ				
དངངས་ཡིད				
དངངས་ལྐུགས				
དངངས་སྐྲག	NOUN			21
དངངས་སྒྲག				
དངན				
དངན་ཆན				
དངན་དུས				
དངན་པ				
དངན་བྱམས				
དངན་འཐན				
དངན་འཐེན				
དངར				
དངར་ཁ				3
དངར་གསུམ				
དངར་བ				176
དངར་རོ				
དངས				
དངས་ག				
དངས་གཞུག				
དངས་པ				
དངས་མ				
དངས་འཚབ				
དངས་ར				
དངུད་མོ				
དངུལ	NOUN			4576
དངུལ་ཀོང				1
དངུལ་ཁ				
དངུལ་ཁ་མ				
དངུལ་ཁག				
དངུལ་ཁང				
དངུལ་ཁུག				
དངུལ་ཁྱད				
དངུལ་ཁྲབ				
དངུལ་ཁྲལ				
དངུལ་གཉེར				
དངུལ་གཏེར				
དངུལ་གདུང				25
དངུལ་གསོག				
དངུལ་ཆད				
དངུལ་ཆུ	NOUN			644
དངུལ་ཆོས				
དངུལ་ཊམ				
དངུལ་ཏམ				
དངུལ་ཏིག				
དངུལ་ཏིང				
དངུལ་ཏིབ				
དངུལ་ཏེལ				
དངུལ་ཐག				
དངུལ་ཐལ				
དངུལ་ཐུམ				
དངུལ་ཐུར				
དངུལ་དངོས				
དངུལ་དམ				5
དངུལ་དུག				
དངུལ་དུང				1
དངུལ་དུལ་མ				
དངུལ་ཕག				
དངུལ་ཕོགས				
དངུལ་ཕོར				8
དངུལ་བཅོལ				
དངུལ་བཏང				
དངུལ་བཟོ				
དངུལ་བརྗེས				
དངུལ་བསགས				
དངུལ་བུན				
དངུལ་བོགས				
དངུལ་བྱེད				
དངུལ་བྲན				
དངུལ་བྲིས				
དངུལ་མགར				
དངུལ་མདངས				
དངུལ་མདུང				1
དངུལ་མདོང				
དངུལ་མཛོད				
དངུལ་ཚགས				
དངུལ་ཞུན་མ				
དངུལ་ཟིལ				2
དངུལ་འཁྲོལ				
དངུལ་འགག				
དངུལ་འགུ				
དངུལ་འགྱེད				
དངུལ་འགྲུལ				
དངུལ་འགྲེམས				
དངུལ་འཇོག				
དངུལ་འབབ				
དངུལ་འབུམ				1
དངུལ་འབུལ				
དངུལ་འབོར				
དངུལ་འཛའ				
དངུལ་འཛིན				1
དངུལ་རྐྱང				
དངུལ་རྐྱན				1
དངུལ་རྡུལ				
དངུལ་རྡོ				12
དངུལ་རྡོ་ཚད				1
དངུལ་རྨིག				
དངུལ་རྩ	OTHER			
དངུལ་རྩིས				
དངུལ་ལི				
དངུལ་ལུགས				
དངུལ་ལུགས་མ				
དངུལ་ལོར	OTHER			
དངུལ་ལྟིར				
དངུལ་ཤན་མ				
